L Option,R Option,Counter,Outcome Class,LGF Winner,RGF Winner
4,5,10,N,L,R
4,5,11,R,R,R
4,5,12,N,L,R
4,5,13,P,R,L
4,5,14,R,R,R
4,5,15,P,R,L
4,5,16,P,R,L
4,5,17,L,L,L
4,5,18,R,R,R
4,5,19,N,L,R
4,5,20,L,L,L
4,5,21,N,L,R
4,5,22,P,R,L
4,5,23,N,L,R
4,5,24,L,L,L
4,5,25,R,R,R
4,5,26,N,L,R
4,5,27,R,R,R
4,5,28,L,L,L
4,5,29,P,R,L
4,5,30,P,R,L
4,5,31,P,R,L
4,5,32,N,L,R
4,5,33,P,R,L
4,5,34,N,L,R
4,5,35,N,L,R
4,5,36,P,R,L
4,5,37,L,L,L
4,5,38,N,L,R
4,5,39,P,R,L
4,5,40,N,L,R
4,5,41,N,L,R
4,5,42,P,R,L
4,5,43,P,R,L
4,5,44,R,R,R
4,5,45,P,R,L
4,5,46,N,L,R
4,5,47,N,L,R
4,5,48,R,R,R
4,5,49,N,L,R
4,5,50,P,R,L
4,5,51,P,R,L
4,5,52,P,R,L
4,5,53,N,L,R
4,5,54,L,L,L
4,5,55,N,L,R
4,5,56,L,L,L
4,5,57,R,R,R
4,5,58,L,L,L
4,5,59,P,R,L
4,5,60,N,L,R
4,5,61,R,R,R
4,5,62,N,L,R
4,5,63,P,R,L
4,5,64,R,R,R
4,5,65,P,R,L
4,5,66,P,R,L
4,5,67,L,L,L
4,5,68,R,R,R
4,5,69,N,L,R
4,5,70,L,L,L
4,5,71,N,L,R
4,5,72,P,R,L
4,5,73,N,L,R
4,5,74,L,L,L
4,5,75,R,R,R
4,5,76,N,L,R
4,5,77,R,R,R
4,5,78,L,L,L
4,5,79,P,R,L
4,5,80,P,R,L
4,5,81,P,R,L
4,5,82,N,L,R
4,5,83,P,R,L
4,5,84,N,L,R
4,5,85,N,L,R
4,5,86,P,R,L
4,5,87,L,L,L
4,5,88,N,L,R
4,5,89,P,R,L
4,5,90,N,L,R
4,5,91,N,L,R
4,5,92,P,R,L
4,5,93,P,R,L
4,5,94,R,R,R
4,5,95,P,R,L
4,5,96,N,L,R
4,5,97,N,L,R
4,5,98,R,R,R
4,5,99,N,L,R
4,5,100,P,R,L
4,6,1,P,R,L
4,6,2,P,R,L
4,6,3,P,R,L
4,6,4,L,L,L
4,6,5,L,L,L
4,6,6,N,L,R
4,6,7,P,R,L
4,6,8,N,L,R
4,6,9,N,L,R
4,6,10,P,R,L
4,6,11,L,L,L
4,6,12,N,L,R
4,6,13,N,L,R
4,6,14,L,L,L
4,6,15,L,L,L
4,6,16,P,R,L
4,6,17,P,R,L
4,6,18,L,L,L
4,6,19,L,L,L
4,6,20,L,L,L
4,6,21,L,L,L
4,6,22,N,L,R
4,6,23,N,L,R
4,6,24,L,L,L
4,6,25,L,L,L
4,6,26,P,R,L
4,6,27,L,L,L
4,6,28,L,L,L
4,6,29,L,L,L
4,6,30,L,L,L
4,6,31,L,L,L
4,6,32,L,L,L
4,6,33,L,L,L
4,6,34,L,L,L
4,6,35,L,L,L
4,6,36,L,L,L
4,6,37,L,L,L
4,6,38,L,L,L
4,6,39,L,L,L
4,6,40,L,L,L
4,6,41,L,L,L
4,6,42,L,L,L
4,6,43,L,L,L
4,6,44,L,L,L
4,6,45,L,L,L
4,6,46,L,L,L
4,6,47,L,L,L
4,6,48,L,L,L
4,6,49,L,L,L
4,6,50,L,L,L
4,6,51,L,L,L
4,6,52,L,L,L
4,6,53,L,L,L
4,6,54,L,L,L
4,6,55,L,L,L
4,6,56,L,L,L
4,6,57,L,L,L
4,6,58,L,L,L
4,6,59,L,L,L
4,6,60,L,L,L
4,6,61,L,L,L
4,6,62,L,L,L
4,6,63,L,L,L
4,6,64,L,L,L
4,6,65,L,L,L
4,6,66,L,L,L
4,6,67,L,L,L
4,6,68,L,L,L
4,6,69,L,L,L
4,6,70,L,L,L
4,6,71,L,L,L
4,6,72,L,L,L
4,6,73,L,L,L
4,6,74,L,L,L
4,6,75,L,L,L
4,6,76,L,L,L
4,6,77,L,L,L
4,6,78,L,L,L
4,6,79,L,L,L
4,6,80,L,L,L
4,6,81,L,L,L
4,6,82,L,L,L
4,6,83,L,L,L
4,6,84,L,L,L
4,6,85,L,L,L
4,6,86,L,L,L
4,6,87,L,L,L
4,6,88,L,L,L
4,6,89,L,L,L
4,6,90,L,L,L
4,6,91,L,L,L
4,6,92,L,L,L
4,6,93,L,L,L
4,6,94,L,L,L
4,6,95,L,L,L
4,6,96,L,L,L
4,6,97,L,L,L
4,6,98,L,L,L
4,6,99,L,L,L
4,6,100,L,L,L
4,7,1,P,R,L
4,7,2,P,R,L
4,7,3,P,R,L
4,7,4,L,L,L
4,7,5,L,L,L
4,7,6,L,L,L
4,7,7,R,R,R
4,7,8,L,L,L
4,7,9,N,L,R
4,7,10,N,L,R
4,7,11,P,R,L
4,7,12,L,L,L
4,7,13,L,L,L
4,7,14,R,R,R
4,7,15,L,L,L
4,7,16,L,L,L
4,7,17,R,R,R
4,7,18,P,R,L
4,7,19,L,L,L
4,7,20,L,L,L
4,7,21,R,R,R
4,7,22,P,R,L
4,7,23,L,L,L
4,7,24,N,L,R
4,7,25,R,R,R
4,7,26,L,L,L
4,7,27,L,L,L
4,7,28,N,L,R
4,7,29,R,R,R
4,7,30,L,L,L
4,7,31,L,L,L
4,7,32,R,R,R
4,7,33,P,R,L
4,7,34,L,L,L
4,7,35,L,L,L
4,7,36,R,R,R
4,7,37,P,R,L
4,7,38,L,L,L
4,7,39,N,L,R
4,7,40,R,R,R
4,7,41,L,L,L
4,7,42,L,L,L
4,7,43,N,L,R
4,7,44,R,R,R
4,7,45,L,L,L
4,7,46,L,L,L
4,7,47,R,R,R
4,7,48,P,R,L
4,7,49,L,L,L
4,7,50,L,L,L
4,7,51,R,R,R
4,7,52,P,R,L
4,7,53,L,L,L
4,7,54,N,L,R
4,7,55,R,R,R
4,7,56,L,L,L
4,7,57,L,L,L
4,7,58,N,L,R
4,7,59,R,R,R
4,7,60,L,L,L
4,7,61,L,L,L
4,7,62,R,R,R
4,7,63,P,R,L
4,7,64,L,L,L
4,7,65,L,L,L
4,7,66,R,R,R
4,7,67,P,R,L
4,7,68,L,L,L
4,7,69,N,L,R
4,7,70,R,R,R
4,7,71,L,L,L
4,7,72,L,L,L
4,7,73,N,L,R
4,7,74,R,R,R
4,7,75,L,L,L
4,7,76,L,L,L
4,7,77,R,R,R
4,7,78,P,R,L
4,7,79,L,L,L
4,7,80,L,L,L
4,7,81,R,R,R
4,7,82,P,R,L
4,7,83,L,L,L
4,7,84,N,L,R
4,7,85,R,R,R
4,7,86,L,L,L
4,7,87,L,L,L
4,7,88,N,L,R
4,7,89,R,R,R
4,7,90,L,L,L
4,7,91,L,L,L
4,7,92,R,R,R
4,7,93,P,R,L
4,7,94,L,L,L
4,7,95,L,L,L
4,7,96,R,R,R
4,7,97,P,R,L
4,7,98,L,L,L
4,7,99,N,L,R
4,7,100,R,R,R
4,8,1,P,R,L
4,8,2,P,R,L
4,8,3,P,R,L
4,8,4,L,L,L
4,8,5,L,L,L
4,8,6,L,L,L
4,8,7,P,R,L
4,8,8,N,L,R
4,8,9,L,L,L
4,8,10,N,L,R
4,8,11,N,L,R
4,8,12,L,L,L
4,8,13,L,L,L
4,8,14,P,R,L
4,8,15,R,R,R
4,8,16,L,L,L
4,8,17,L,L,L
4,8,18,R,R,R
4,8,19,R,R,R
4,8,20,L,L,L
4,8,21,L,L,L
4,8,22,N,L,R
4,8,23,R,R,R
4,8,24,L,L,L
4,8,25,L,L,L
4,8,26,R,R,R
4,8,27,R,R,R
4,8,28,L,L,L
4,8,29,L,L,L
4,8,30,P,R,L
4,8,31,R,R,R
4,8,32,L,L,L
4,8,33,L,L,L
4,8,34,N,L,R
4,8,35,R,R,R
4,8,36,L,L,L
4,8,37,L,L,L
4,8,38,L,L,L
4,8,39,R,R,R
4,8,40,L,L,L
4,8,41,L,L,L
4,8,42,P,R,L
4,8,43,R,R,R
4,8,44,L,L,L
4,8,45,L,L,L
4,8,46,L,L,L
4,8,47,R,R,R
4,8,48,L,L,L
4,8,49,L,L,L
4,8,50,N,L,R
4,8,51,R,R,R
4,8,52,L,L,L
4,8,53,L,L,L
4,8,54,P,R,L
4,8,55,R,R,R
4,8,56,L,L,L
4,8,57,L,L,L
4,8,58,R,R,R
4,8,59,R,R,R
4,8,60,L,L,L
4,8,61,L,L,L
4,8,62,N,L,R
4,8,63,R,R,R
4,8,64,L,L,L
4,8,65,L,L,L
4,8,66,R,R,R
4,8,67,R,R,R
4,8,68,L,L,L
4,8,69,L,L,L
4,8,70,P,R,L
4,8,71,R,R,R
4,8,72,L,L,L
4,8,73,L,L,L
4,8,74,N,L,R
4,8,75,R,R,R
4,8,76,L,L,L
4,8,77,L,L,L
4,8,78,L,L,L
4,8,79,R,R,R
4,8,80,L,L,L
4,8,81,L,L,L
4,8,82,P,R,L
4,8,83,R,R,R
4,8,84,L,L,L
4,8,85,L,L,L
4,8,86,L,L,L
4,8,87,R,R,R
4,8,88,L,L,L
4,8,89,L,L,L
4,8,90,N,L,R
4,8,91,R,R,R
4,8,92,L,L,L
4,8,93,L,L,L
4,8,94,P,R,L
4,8,95,R,R,R
4,8,96,L,L,L
4,8,97,L,L,L
4,8,98,R,R,R
4,8,99,R,R,R
4,8,100,L,L,L
4,9,1,P,R,L
4,9,2,P,R,L
4,9,3,P,R,L
4,9,4,L,L,L
4,9,5,L,L,L
4,9,6,L,L,L
4,9,7,P,R,L
4,9,8,L,L,L
4,9,9,N,L,R
4,9,10,L,L,L
4,9,11,N,L,R
4,9,12,N,L,R
4,9,13,L,L,L
4,9,14,L,L,L
4,9,15,P,R,L
4,9,16,R,R,R
4,9,17,P,R,L
4,9,18,L,L,L
4,9,19,N,L,R
4,9,20,R,R,R
4,9,21,L,L,L
4,9,22,L,L,L
4,9,23,L,L,L
4,9,24,P,R,L
4,9,25,N,L,R
4,9,26,N,L,R
4,9,27,P,R,L
4,9,28,P,R,L
4,9,29,P,R,L
4,9,30,P,R,L
4,9,31,L,L,L
4,9,32,L,L,L
4,9,33,R,R,R
4,9,34,N,L,R
4,9,35,N,L,R
4,9,36,N,L,R
4,9,37,N,L,R
4,9,38,N,L,R
4,9,39,P,R,L
4,9,40,P,R,L
4,9,41,P,R,L
4,9,42,R,R,R
4,9,43,P,R,L
4,9,44,L,L,L
4,9,45,N,L,R
4,9,46,P,R,L
4,9,47,L,L,L
4,9,48,N,L,R
4,9,49,P,R,L
4,9,50,L,L,L
4,9,51,N,L,R
4,9,52,N,L,R
4,9,53,P,R,L
4,9,54,L,L,L
4,9,55,P,R,L
4,9,56,P,R,L
4,9,57,L,L,L
4,9,58,N,L,R
4,9,59,N,L,R
4,9,60,N,L,R
4,9,61,L,L,L
4,9,62,N,L,R
4,9,63,L,L,L
4,9,64,R,R,R
4,9,65,L,L,L
4,9,66,P,R,L
4,9,67,P,R,L
4,9,68,P,R,L
4,9,69,L,L,L
4,9,70,L,L,L
4,9,71,L,L,L
4,9,72,P,R,L
4,9,73,N,L,R
4,9,74,N,L,R
4,9,75,L,L,L
4,9,76,N,L,R
4,9,77,N,L,R
4,9,78,L,L,L
4,9,79,L,L,L
4,9,80,P,R,L
4,9,81,R,R,R
4,9,82,P,R,L
4,9,83,L,L,L
4,9,84,N,L,R
4,9,85,R,R,R
4,9,86,L,L,L
4,9,87,L,L,L
4,9,88,L,L,L
4,9,89,P,R,L
4,9,90,N,L,R
4,9,91,N,L,R
4,9,92,P,R,L
4,9,93,P,R,L
4,9,94,P,R,L
4,9,95,P,R,L
4,9,96,L,L,L
4,9,97,L,L,L
4,9,98,R,R,R
4,9,99,N,L,R
4,9,100,N,L,R
4,10,1,P,R,L
4,10,2,P,R,L
4,10,3,P,R,L
4,10,4,L,L,L
4,10,5,L,L,L
4,10,6,L,L,L
4,10,7,P,R,L
4,10,8,L,L,L
4,10,9,L,L,L
4,10,10,N,L,R
4,10,11,L,L,L
4,10,12,N,L,R
4,10,13,N,L,R
4,10,14,P,R,L
4,10,15,L,L,L
4,10,16,P,R,L
4,10,17,N,L,R
4,10,18,P,R,L
4,10,19,L,L,L
4,10,20,N,L,R
4,10,21,R,R,R
4,10,22,L,L,L
4,10,23,L,L,L
4,10,24,R,R,R
4,10,25,P,R,L
4,10,26,L,L,L
4,10,27,L,L,L
4,10,28,R,R,R
4,10,29,L,L,L
4,10,30,L,L,L
4,10,31,L,L,L
4,10,32,P,R,L
4,10,33,L,L,L
4,10,34,N,L,R
4,10,35,L,L,L
4,10,36,N,L,R
4,10,37,L,L,L
4,10,38,N,L,R
4,10,39,L,L,L
4,10,40,P,R,L
4,10,41,N,L,R
4,10,42,R,R,R
4,10,43,L,L,L
4,10,44,L,L,L
4,10,45,R,R,R
4,10,46,P,R,L
4,10,47,L,L,L
4,10,48,L,L,L
4,10,49,P,R,L
4,10,50,L,L,L
4,10,51,L,L,L
4,10,52,N,L,R
4,10,53,P,R,L
4,10,54,L,L,L
4,10,55,L,L,L
4,10,56,P,R,L
4,10,57,L,L,L
4,10,58,L,L,L
4,10,59,N,L,R
4,10,60,N,L,R
4,10,61,L,L,L
4,10,62,L,L,L
4,10,63,N,L,R
4,10,64,P,R,L
4,10,65,N,L,R
4,10,66,N,L,R
4,10,67,P,R,L
4,10,68,P,R,L
4,10,69,P,R,L
4,10,70,P,R,L
4,10,71,L,L,L
4,10,72,L,L,L
4,10,73,P,R,L
4,10,74,N,L,R
4,10,75,L,L,L
4,10,76,N,L,R
4,10,77,N,L,R
4,10,78,N,L,R
4,10,79,N,L,R
4,10,80,P,R,L
4,10,81,P,R,L
4,10,82,P,R,L
4,10,83,N,L,R
4,10,84,L,L,L
4,10,85,L,L,L
4,10,86,L,L,L
4,10,87,P,R,L
4,10,88,L,L,L
4,10,89,L,L,L
4,10,90,N,L,R
4,10,91,L,L,L
4,10,92,N,L,R
4,10,93,L,L,L
4,10,94,P,R,L
4,10,95,L,L,L
4,10,96,P,R,L
4,10,97,N,L,R
4,10,98,P,R,L
4,10,99,L,L,L
4,10,100,N,L,R
5,1,1,R,R,R
5,1,2,R,R,R
5,1,3,R,R,R
5,1,4,R,R,R
5,1,5,N,L,R
5,1,6,R,R,R
5,1,7,P,R,L
5,1,8,R,R,R
5,1,9,R,R,R
5,1,10,R,R,R
5,1,11,R,R,R
5,1,12,N,L,R
5,1,13,P,R,L
5,1,14,R,R,R
5,1,15,R,R,R
5,1,16,R,R,R
5,1,17,R,R,R
5,1,18,R,R,R
5,1,19,R,R,R
5,1,20,R,R,R
5,1,21,R,R,R
5,1,22,R,R,R
5,1,23,N,L,R
5,1,24,P,R,L
5,1,25,R,R,R
5,1,26,R,R,R
5,1,27,R,R,R
5,1,28,R,R,R
5,1,29,R,R,R
5,1,30,R,R,R
5,1,31,R,R,R
5,1,32,R,R,R
5,1,33,R,R,R
5,1,34,N,L,R
5,1,35,P,R,L
5,1,36,P,R,L
5,1,37,R,R,R
5,1,38,R,R,R
5,1,39,R,R,R
5,1,40,N,L,R
5,1,41,N,L,R
5,1,42,P,R,L
5,1,43,R,R,R
5,1,44,R,R,R
5,1,45,R,R,R
5,1,46,R,R,R
5,1,47,N,L,R
5,1,48,P,R,L
5,1,49,R,R,R
5,1,50,R,R,R
5,1,51,R,R,R
5,1,52,R,R,R
5,1,53,R,R,R
5,1,54,R,R,R
5,1,55,R,R,R
5,1,56,R,R,R
5,1,57,R,R,R
5,1,58,N,L,R
5,1,59,P,R,L
5,1,60,R,R,R
5,1,61,R,R,R
5,1,62,R,R,R
5,1,63,R,R,R
5,1,64,R,R,R
5,1,65,R,R,R
5,1,66,R,R,R
5,1,67,R,R,R
5,1,68,R,R,R
5,1,69,N,L,R
5,1,70,P,R,L
5,1,71,P,R,L
5,1,72,R,R,R
5,1,73,R,R,R
5,1,74,R,R,R
5,1,75,N,L,R
5,1,76,N,L,R
5,1,77,P,R,L
5,1,78,R,R,R
5,1,79,R,R,R
5,1,80,R,R,R
5,1,81,R,R,R
5,1,82,N,L,R
5,1,83,P,R,L
5,1,84,R,R,R
5,1,85,R,R,R
5,1,86,R,R,R
5,1,87,R,R,R
5,1,88,R,R,R
5,1,89,R,R,R
5,1,90,R,R,R
5,1,91,R,R,R
5,1,92,R,R,R
5,1,93,N,L,R
5,1,94,P,R,L
5,1,95,R,R,R
5,1,96,R,R,R
5,1,97,R,R,R
5,1,98,R,R,R
5,1,99,R,R,R
5,1,100,R,R,R
5,2,1,P,R,L
5,2,2,R,R,R
5,2,3,P,R,L
5,2,4,R,R,R
5,2,5,N,L,R
5,2,6,N,L,R
5,2,7,R,R,R
5,2,8,R,R,R
5,2,9,R,R,R
5,2,10,R,R,R
5,2,11,R,R,R
5,2,12,R,R,R
5,2,13,N,L,R
5,2,14,R,R,R
5,2,15,P,R,L
5,2,16,R,R,R
5,2,17,P,R,L
5,2,18,R,R,R
5,2,19,R,R,R
5,2,20,N,L,R
5,2,21,R,R,R
5,2,22,N,L,R
5,2,23,R,R,R
5,2,24,P,R,L
5,2,25,R,R,R
5,2,26,R,R,R
5,2,27,R,R,R
5,2,28,R,R,R
5,2,29,R,R,R
5,2,30,R,R,R
5,2,31,R,R,R
5,2,32,R,R,R
5,2,33,R,R,R
5,2,34,N,L,R
5,2,35,R,R,R
5,2,36,P,R,L
5,2,37,R,R,R
5,2,38,P,R,L
5,2,39,R,R,R
5,2,40,R,R,R
5,2,41,N,L,R
5,2,42,R,R,R
5,2,43,R,R,R
5,2,44,R,R,R
5,2,45,R,R,R
5,2,46,R,R,R
5,2,47,R,R,R
5,2,48,N,L,R
5,2,49,R,R,R
5,2,50,P,R,L
5,2,51,R,R,R
5,2,52,P,R,L
5,2,53,R,R,R
5,2,54,R,R,R
5,2,55,N,L,R
5,2,56,R,R,R
5,2,57,N,L,R
5,2,58,R,R,R
5,2,59,P,R,L
5,2,60,R,R,R
5,2,61,R,R,R
5,2,62,R,R,R
5,2,63,R,R,R
5,2,64,R,R,R
5,2,65,R,R,R
5,2,66,R,R,R
5,2,67,R,R,R
5,2,68,R,R,R
5,2,69,N,L,R
5,2,70,R,R,R
5,2,71,P,R,L
5,2,72,R,R,R
5,2,73,P,R,L
5,2,74,R,R,R
5,2,75,R,R,R
5,2,76,N,L,R
5,2,77,R,R,R
5,2,78,R,R,R
5,2,79,R,R,R
5,2,80,R,R,R
5,2,81,R,R,R
5,2,82,R,R,R
5,2,83,N,L,R
5,2,84,R,R,R
5,2,85,P,R,L
5,2,86,R,R,R
5,2,87,P,R,L
5,2,88,R,R,R
5,2,89,R,R,R
5,2,90,N,L,R
5,2,91,R,R,R
5,2,92,N,L,R
5,2,93,R,R,R
5,2,94,P,R,L
5,2,95,R,R,R
5,2,96,R,R,R
5,2,97,R,R,R
5,2,98,R,R,R
5,2,99,R,R,R
5,2,100,R,R,R
5,3,1,P,R,L
5,3,2,P,R,L
5,3,3,R,R,R
5,3,4,P,R,L
5,3,5,N,L,R
5,3,6,N,L,R
5,3,7,N,L,R
5,3,8,R,R,R
5,3,9,R,R,R
5,3,10,P,R,L
5,3,11,R,R,R
5,3,12,R,R,R
5,3,13,P,R,L
5,3,14,N,L,R
5,3,15,N,L,R
5,3,16,R,R,R
5,3,17,P,R,L
5,3,18,R,R,R
5,3,19,R,R,R
5,3,20,R,R,R
5,3,21,R,R,R
5,3,22,N,L,R
5,3,23,N,L,R
5,3,24,R,R,R
5,3,25,P,R,L
5,3,26,P,R,L
5,3,27,R,R,R
5,3,28,P,R,L
5,3,29,P,R,L
5,3,30,N,L,R
5,3,31,N,L,R
5,3,32,R,R,R
5,3,33,R,R,R
5,3,34,R,R,R
5,3,35,R,R,R
5,3,36,R,R,R
5,3,37,R,R,R
5,3,38,N,L,R
5,3,39,N,L,R
5,3,40,R,R,R
5,3,41,P,R,L
5,3,42,P,R,L
5,3,43,R,R,R
5,3,44,P,R,L
5,3,45,R,R,R
5,3,46,N,L,R
5,3,47,N,L,R
5,3,48,R,R,R
5,3,49,R,R,R
5,3,50,P,R,L
5,3,51,R,R,R
5,3,52,R,R,R
5,3,53,P,R,L
5,3,54,N,L,R
5,3,55,N,L,R
5,3,56,R,R,R
5,3,57,P,R,L
5,3,58,R,R,R
5,3,59,R,R,R
5,3,60,R,R,R
5,3,61,R,R,R
5,3,62,N,L,R
5,3,63,N,L,R
5,3,64,R,R,R
5,3,65,P,R,L
5,3,66,P,R,L
5,3,67,R,R,R
5,3,68,P,R,L
5,3,69,P,R,L
5,3,70,N,L,R
5,3,71,N,L,R
5,3,72,R,R,R
5,3,73,R,R,R
5,3,74,R,R,R
5,3,75,R,R,R
5,3,76,R,R,R
5,3,77,R,R,R
5,3,78,N,L,R
5,3,79,N,L,R
5,3,80,R,R,R
5,3,81,P,R,L
5,3,82,P,R,L
5,3,83,R,R,R
5,3,84,P,R,L
5,3,85,R,R,R
5,3,86,N,L,R
5,3,87,N,L,R
5,3,88,R,R,R
5,3,89,R,R,R
5,3,90,P,R,L
5,3,91,R,R,R
5,3,92,R,R,R
5,3,93,P,R,L
5,3,94,N,L,R
5,3,95,N,L,R
5,3,96,R,R,R
5,3,97,P,R,L
5,3,98,R,R,R
5,3,99,R,R,R
5,3,100,R,R,R
5,4,1,P,R,L
5,4,2,P,R,L
5,4,3,P,R,L
5,4,4,R,R,R
5,4,5,L,L,L
5,4,6,N,L,R
5,4,7,N,L,R
5,4,8,R,R,R
5,4,9,R,R,R
5,4,10,N,L,R
5,4,11,P,R,L
5,4,12,R,R,R
5,4,13,N,L,R
5,4,14,P,R,L
5,4,15,P,R,L
5,4,16,N,L,R
5,4,17,P,R,L
5,4,18,R,R,R
5,4,19,R,R,R
5,4,20,N,L,R
5,4,21,R,R,R
5,4,22,N,L,R
5,4,23,R,R,R
5,4,24,L,L,L
5,4,25,R,R,R
5,4,26,P,R,L
5,4,27,R,R,R
5,4,28,P,R,L
5,4,29,R,R,R
5,4,30,P,R,L
5,4,31,N,L,R
5,4,32,R,R,R
5,4,33,R,R,R
5,4,34,N,L,R
5,4,35,N,L,R
5,4,36,R,R,R
5,4,37,R,R,R
5,4,38,L,L,L
5,4,39,P,R,L
5,4,40,R,R,R
5,4,41,R,R,R
5,4,42,P,R,L
5,4,43,R,R,R
5,4,44,R,R,R
5,4,45,R,R,R
5,4,46,R,R,R
5,4,47,N,L,R
5,4,48,N,L,R
5,4,49,N,L,R
5,4,50,R,R,R
5,4,51,P,R,L
5,4,52,P,R,L
5,4,53,P,R,L
5,4,54,R,R,R
5,4,55,P,R,L
5,4,56,N,L,R
5,4,57,N,L,R
5,4,58,R,R,R
5,4,59,R,R,R
5,4,60,N,L,R
5,4,61,P,R,L
5,4,62,R,R,R
5,4,63,N,L,R
5,4,64,P,R,L
5,4,65,P,R,L
5,4,66,N,L,R
5,4,67,P,R,L
5,4,68,R,R,R
5,4,69,R,R,R
5,4,70,N,L,R
5,4,71,R,R,R
5,4,72,N,L,R
5,4,73,R,R,R
5,4,74,L,L,L
5,4,75,R,R,R
5,4,76,P,R,L
5,4,77,R,R,R
5,4,78,P,R,L
5,4,79,R,R,R
5,4,80,P,R,L
5,4,81,N,L,R
5,4,82,R,R,R
5,4,83,R,R,R
5,4,84,N,L,R
5,4,85,N,L,R
5,4,86,R,R,R
5,4,87,R,R,R
5,4,88,L,L,L
5,4,89,P,R,L
5,4,90,R,R,R
5,4,91,R,R,R
5,4,92,P,R,L
5,4,93,R,R,R
5,4,94,R,R,R
5,4,95,R,R,R
5,4,96,R,R,R
5,4,97,N,L,R
5,4,98,N,L,R
5,4,99,N,L,R
5,4,100,R,R,R
5,5,1,P,R,L
5,5,2,P,R,L
5,5,3,P,R,L
5,5,4,P,R,L
5,5,5,N,L,R
5,5,6,L,L,L
5,5,7,N,L,R
5,5,8,R,R,R
5,5,9,R,R,R
5,5,10,R,R,R
5,5,11,N,L,R
5,5,12,P,R,L
5,5,13,N,L,R
5,5,14,N,L,R
5,5,15,P,R,L
5,5,16,P,R,L
5,5,17,N,L,R
5,5,18,P,R,L
5,5,19,P,R,L
5,5,20,N,L,R
5,5,21,L,L,L
5,5,22,P,R,L
5,5,23,R,R,R
5,5,24,R,R,R
5,5,25,R,R,R
5,5,26,N,L,R
5,5,27,N,L,R
5,5,28,N,L,R
5,5,29,N,L,R
5,5,30,P,R,L
5,5,31,P,R,L
5,5,32,P,R,L
5,5,33,P,R,L
5,5,34,P,R,L
5,5,35,N,L,R
5,5,36,L,L,L
5,5,37,N,L,R
5,5,38,R,R,R
5,5,39,R,R,R
5,5,40,R,R,R
5,5,41,N,L,R
5,5,42,P,R,L
5,5,43,N,L,R
5,5,44,N,L,R
5,5,45,P,R,L
5,5,46,P,R,L
5,5,47,N,L,R
5,5,48,P,R,L
5,5,49,P,R,L
5,5,50,N,L,R
5,5,51,L,L,L
5,5,52,P,R,L
5,5,53,R,R,R
5,5,54,R,R,R
5,5,55,R,R,R
5,5,56,N,L,R
5,5,57,N,L,R
5,5,58,N,L,R
5,5,59,N,L,R
5,5,60,P,R,L
5,5,61,P,R,L
5,5,62,P,R,L
5,5,63,P,R,L
5,5,64,P,R,L
5,5,65,N,L,R
5,5,66,L,L,L
5,5,67,N,L,R
5,5,68,R,R,R
5,5,69,R,R,R
5,5,70,R,R,R
5,5,71,N,L,R
5,5,72,P,R,L
5,5,73,N,L,R
5,5,74,N,L,R
5,5,75,P,R,L
5,5,76,P,R,L
5,5,77,N,L,R
5,5,78,P,R,L
5,5,79,P,R,L
5,5,80,N,L,R
5,5,81,L,L,L
5,5,82,P,R,L
5,5,83,R,R,R
5,5,84,R,R,R
5,5,85,R,R,R
5,5,86,N,L,R
5,5,87,N,L,R
5,5,88,N,L,R
5,5,89,N,L,R
5,5,90,P,R,L
5,5,91,P,R,L
5,5,92,P,R,L
5,5,93,P,R,L
5,5,94,P,R,L
5,5,95,N,L,R
5,5,96,L,L,L
5,5,97,N,L,R
5,5,98,R,R,R
5,5,99,R,R,R
5,5,100,R,R,R
5,6,1,P,R,L
5,6,2,P,R,L
5,6,3,P,R,L
5,6,4,P,R,L
5,6,5,L,L,L
5,6,6,N,L,R
5,6,7,L,L,L
5,6,8,R,R,R
5,6,9,R,R,R
5,6,10,N,L,R
5,6,11,P,R,L
5,6,12,N,L,R
5,6,13,L,L,L
5,6,14,N,L,R
5,6,15,R,R,R
5,6,16,N,L,R
5,6,17,P,R,L
5,6,18,P,R,L
5,6,19,P,R,L
5,6,20,P,R,L
5,6,21,R,R,R
5,6,22,L,L,L
5,6,23,N,L,R
5,6,24,R,R,R
5,6,25,N,L,R
5,6,26,P,R,L
5,6,27,N,L,R
5,6,28,L,L,L
5,6,29,L,L,L
5,6,30,R,R,R
5,6,31,N,L,R
5,6,32,R,R,R
5,6,33,P,R,L
5,6,34,P,R,L
5,6,35,P,R,L
5,6,36,R,R,R
5,6,37,P,R,L
5,6,38,N,L,R
5,6,39,N,L,R
5,6,40,N,L,R
5,6,41,P,R,L
5,6,42,N,L,R
5,6,43,N,L,R
5,6,44,L,L,L
5,6,45,P,R,L
5,6,46,N,L,R
5,6,47,R,R,R
5,6,48,P,R,L
5,6,49,P,R,L
5,6,50,L,L,L
5,6,51,P,R,L
5,6,52,P,R,L
5,6,53,R,R,R
5,6,54,N,L,R
5,6,55,N,L,R
5,6,56,L,L,L
5,6,57,N,L,R
5,6,58,N,L,R
5,6,59,N,L,R
5,6,60,P,R,L
5,6,61,N,L,R
5,6,62,P,R,L
5,6,63,P,R,L
5,6,64,P,R,L
5,6,65,L,L,L
5,6,66,P,R,L
5,6,67,L,L,L
5,6,68,R,R,R
5,6,69,R,R,R
5,6,70,N,L,R
5,6,71,L,L,L
5,6,72,N,L,R
